"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18086507768632957,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","POV: you’ve just found your new favourite sofa 🛋️

Styling the Lomax, the definition of laid-back luxury…soft curves, sink-in comfort and modular design made for slow mornings, movie nights and everything in between.

The kind of sofa that makes you want to stay home a little longer 🏡",24,"06/02/2026 10:30",https://www.instagram.com/reel/DZAvDacu0Vm/,"IG reel",,Lifetime,2155,1763,23,2,0,0,5
18474044884103885,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Give your dining space a fresh new feel with the perfect chairs.

Shop now and save up to 20% when you buy 4 or more from our selected range, for a limited time only!",0,"06/04/2026 09:03",https://www.instagram.com/p/DZK4MRtjEgS/,"IG carousel",,Lifetime,3569,1716,16,0,0,0,2
18102268550028420,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","There’s a reason @ercol_uk pieces made decades ago are still treasured in homes today. 

As this story from Henry Tadros shows, quality, craftsmanship and longevity have never been an afterthought - they’ve always been at the heart of everything ercol does.",52,"06/05/2026 08:40",https://www.instagram.com/reel/DZNabi_uAPp/,"IG reel",,Lifetime,3272,2514,39,7,1,0,3
17919730395165456,17841404082402912,toby_rex_thegingerduo,"The Gingers & Jenn 🧡 🐾","PSA - @barkerandstonehouse stores are dog friendly! 🛋️ 🐾 

Come with us for a browse, a nap and some lunch at the Teesside Park branch. 🥗 💤 👅 

Ad. 

#dogsofinstagram #dogfriendly #barkerandstonehouse #interior #doglover",61,"06/06/2026 02:26",https://www.instagram.com/reel/DZPTrJdto8s/,"IG reel",,Lifetime,15764,11494,124,15,2,12,0
18096062293960385,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Burl is having a moment 🤎

With its wood grain texture and retro soul, our Castille burl-effect coffee table brings instant character to any space.",0,"06/09/2026 09:02",https://www.instagram.com/p/DZXwHmeDAys/,"IG carousel",,Lifetime,4074,1852,24,3,2,2,6
18090615560165143,17841404850706638,behindnumberdeux,"Nisha | Timeless Interiors","Ad | Timeless design, beautiful craftsmanship, and chairs you’ll never tire of 🤎✨ Meet the Reina dining chairs from @barkerandstonehouse.

📌 Save for future. Link to the exact dining chairs on my stories.

Dining Chairs | Dining Room | Dining Area | Dining Room Inspo | Rattan Chair | Timeless Interiors | Vintage Art |
Vintage Interiors | Country Living | Nancy Meyers | Open Plan | Family Room | Victorian home style | Historic home | Classic design | Elegant home | English country house | Heritage home | Studio McGee Style | Vintage Interiors | Collected home, Interior design | Old-world elegance | Modern Heritage 

#diningroom #diningroominspo #diningchair #diningchairs #openplanliving",7,"06/09/2026 22:00",https://www.instagram.com/reel/DZZJMwUhjul/,"IG reel",,Lifetime,32372,20061,636,81,18,222,0
18094021085582191,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Eighty years after the famous @ercol_uk Windsor Chair first appeared in Barker and Stonehouse stores, the partnership between our two brands continues to evolve.

With the next generation now shaping the future, the collaboration remains rooted in the same foundations that started it all: family values, thoughtful design and a belief that great furniture should stand the test of time.",75,"06/12/2026 09:54",https://www.instagram.com/reel/DZff9uLOdCN/,"IG reel",,Lifetime,2578,2063,37,3,0,0,3
18001351610943418,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your sign…to refresh your space for less ✨

Save 20% off all accessories online and in store, plus up to 70% off selected pieces in store only.",28,"06/14/2026 01:30",https://www.instagram.com/reel/DZj0VyNOwWU/,"IG reel",,Lifetime,6046,5161,40,1,1,0,6
18099519296146191,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer is coming…and so is our Summer Sale! Offers start Saturday in store and online.",16,"06/15/2026 10:00",https://www.instagram.com/reel/DZnTgfmOo8z/,"IG reel",,Lifetime,1982,1619,23,0,0,2,0
18074992001665541,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Designed for slow mornings and cosy evenings, the Providence modular corner sofa brings effortless comfort and understated style to your space.

Image credit: @life_at_the_lodge",0,"06/16/2026 10:30",https://www.instagram.com/p/DZp7vG7G1Qq/,"IG carousel",,Lifetime,5691,2831,55,0,0,3,3
17907975834427579,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Have you received your copy of The Summer Times yet? ☀️

Packed with all the inspiration you need for the season ahead, it’s your go-to guide for summer style.

Plus, there’s an extra summer gift waiting for you🤭",26,"06/18/2026 09:31",https://www.instagram.com/reel/DZu-imYCRO-/,"IG reel",,Lifetime,2449,1985,15,0,0,0,1
17951302545172386,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer has well and truly arrived ☀️

Make the most of the season with a fresh new look for your home. Enjoy 25% off all furniture, up to 50% off clearance, and 70% off accessories in our Summer Sale. 

Shop online and in store from tomorrow.",16,"06/19/2026 01:30",https://www.instagram.com/reel/DZzRJlbugfA/,"IG reel",,Lifetime,3173,2228,36,3,0,3,0
18099856811129283,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer just got a little more exciting ☀️

Visit your local Barker & Stonehouse for the chance to win a prize such as a £5,000 furniture voucher, £200 furniture voucher, £50 off every £1000 you spend or free delivery!

1️⃣ Scan & screenshot: Scan the QR code and save your result.

2️⃣ Shop your prize: Choose the item you’d like to put it towards.

3️⃣ Show & redeem: Show your screenshot to a team member at checkout.

Pop in store, take part, and see what you could win🥳",29,"06/20/2026 01:30",https://www.instagram.com/reel/DZzRL4juxCp/,"IG reel",,Lifetime,17999,12641,50,2,91,1,8
18056712815739238,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your reminder🚨

Pop into your local Barker and Stonehouse this week and scan the QR code for a chance to win a £5,000 furniture voucher, £200 furniture voucher, £50 off every £1000 you spend or free delivery🥳

Hurry…it ends Monday!",11,"06/21/2026 01:30",https://www.instagram.com/reel/DZ116E0u25p/,"IG reel",,Lifetime,2361,1920,20,0,1,0,0
18157069840462968,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our Lomax sofa is the ultimate place to lounge this season, whether you’re kicking back with a quiet cuppa or having the whole squad round for a summer of sport ☀️

Combining generous comfort with a customisable modular design, you can style it, arrange it, and make it completely yours.",0,"06/22/2026 10:01",https://www.instagram.com/p/DZ5VOggDaca/,"IG carousel",,Lifetime,4255,1993,20,4,1,0,3
18115535062850429,17841434051990545,my.lymingtonhome,"Shannon • Home DIY & Lifestyle 🤍","Ad The sun finally made an appearance, so naturally I abandoned my extremely long to do list and claimed my spot in the garden 🌞 

I’ve been obsessed with this egg chair from @barkerandstonehouse It’s one of those pieces that instantly makes your outdoor space feel like a little retreat. Stylish, comfortable and perfect for those moments when you just need to switch off and enjoy the sunshine! 

Now if anyone needs me, I’ll be right here… doing absolutely nothing 🙃✨",24,"06/23/2026 09:45",https://www.instagram.com/reel/DZ74F8hsv4V/,"IG reel",,Lifetime,5612,4399,73,1,0,17,0
17992974014992214,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","One sofa, two looks ✨

Need some sofa styling inspiration? We’ve got you covered.

Whether you’re drawn to bold colours and statement pieces or prefer something softer and more neutral, we’re sharing two completely different ways to style the same piece - it’s all in the details.

Which look would you choose?",31,"06/24/2026 08:45",https://www.instagram.com/reel/DZ-V_tAsrQb/,"IG reel",,Lifetime,12021,9844,71,8,111,2,19
18121003504739600,17841400955200348,sarahinsurrey,"SARAH PARKER","ad. The Barker & Stonehouse Summer Sale is officially on ✨
 
After months of thinking about *that* sofa, creating mood boards and testing it out more than once, I finally went back for another look… and, now that it’s in the sale,this time with Ant! 😉
 
Right now there are huge savings across Barker & Stonehouse showrooms and online, including clearance pieces available to take home the very same day.
 
Whether you’re planning a big room refresh or searching for those finishing touches, there’s so much inspiration in store right now. But did we go for the sofa… you’ll have the wait and see! 🧡✨
 
#BarkerAndStonehouse #summersale",52,"06/24/2026 22:30",https://www.instagram.com/reel/DZ_0jTHoodf/,"IG reel",,Lifetime,40904,129828,127,30,13,34,0
17951922807409940,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Trending: red tables 🍓

Bold, dramatic, and surprisingly versatile - red accent tables are having a moment right now. Would you dare to go red?",0,"06/26/2026 10:02",https://www.instagram.com/p/DaDobWfE3ZC/,"IG carousel",,Lifetime,3211,1347,15,1,0,1,1
17891868999549817,17841470052833390,monkeymews_,"Imogen | MonkeyMews","Ad|Come shop the @barkerandstonehouse summer sale with me ✨

I spent the morning exploring the showroom and found so many beautiful pieces, but the Lexa dining chairs were definitely my favourite 😍

Seeing everything in person, trying pieces out and browsing the fabric swatches made the experience even better. If you’re looking for some home inspiration, now’s the time to visit! You can also scan the QR codes around store before 29th June to unlock an extra summer gift!

Happy Saturday x 
#barkerandstonehouse #summersale #diningchairs #prinvite #homeinspiration",26,"06/26/2026 22:56",https://www.instagram.com/reel/DaFD1dTMkz8/,"IG reel",,Lifetime,6159,4607,134,1,1,136,0
18086135261448106,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer is officially here ☀️🏖️

Shop our Summer Sale now and refresh your home and garden for the season ahead, with up to 25% off furniture and up to 50% off clearance.",0,"06/28/2026 03:25",https://www.instagram.com/p/DaIEng-FCmy/,"IG image",,Lifetime,2527,1599,8,1,0,0,0
17903929434456325,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Introducing Dakota by @tetradsofas
A new story in texture and comfort",0,"06/29/2026 09:47",https://www.instagram.com/p/DaLVJRVj3np/,"IG carousel",,Lifetime,7260,3274,93,14,1,7,9
18133401205607488,17841401782466545,newgirlintoon,"New Girl in Toon | North East Guide","The Metrocentre is probably the last place you’d expect to find one of the North East’s loveliest rooftop terraces, but just a stone’s throw away, hidden inside a furniture shop, is one of the region’s most unexpected breakfast spots. 

This is Chadwick & Co, a coffee house and kitchen hidden on a third floor mezzanine inside Barker & Stonehouse.   

The space is stunning with exposed brick, statement lighting, huge ceilings and plenty of seating.

But the real highlight has to be the outdoor terrace.  A beautiful suntrap that honestly feels a million miles away from Gateshead. 

And then there’s the food!  Specailising in Greek and Levantine flavours inspired by travels around the Mediterranean, the dishes are created using locally sourced ingredients and their breakfast menu really is something special.  

I went for the Greek Brioche Toast and it was unlike any French Toast I have ever had before, made using traditional sweet Greek brioche, it comes served with Greek Yoghurt, Fruit Compote, Almonds, Honey and Cinnamon and if holidays made breakfast, this would be it!  It was absolutely stunning! 

Rest assured I am now very much looking forward to working my way through the whole menu.

This rooftop breakfast spot really is hiding in plain sight and it’s well worth adding to your list.

📍 You’ll find Chadwick & Co at Barker & Stonehouse, Metro Park West, Gibside Way, Gateshead, NE11 9XS

⏰ Open Monday-Saturday: 10:00 – 16:00
and Sunday: 11am –16:00

🐶 Dog friendly",81,"06/29/2026 22:13",https://www.instagram.com/reel/DaMqe1nqQxG/,"IG reel",,Lifetime,106139,85679,1773,2238,158,83,0
17981420568040942,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer in a sofa 🍊🧡

Our Lavinia sofa adds the perfect pop of colour to @amelia_home_edit's lounge.

Is your house a Barker and Stonehouse? Tag us in your home snaps and we'll share our favourites!",0,"07/01/2026 09:35",https://www.instagram.com/p/DaQdW1hGq0W/,"IG carousel",,Lifetime,4153,1842,47,2,1,6,12
17909367639431483,17841470052833390,monkeymews_,"Imogen | MonkeyMews","Ad|If you needed a sign to upgrade your dining area, this is it… 🤍

The Lexa dining chairs from @barkerandstonehouse are everything I was looking for - neutral, bouclé, an elegant open-back design, and made to last.

And can we talk about that ash wood frame? Obsessed.

Happy Friday ✨

#barkerandstonehouse #dining #diningchair #interiors #home",13,"07/02/2026 22:15",https://www.instagram.com/reel/DaUZLaqMFV_/,"IG reel",,Lifetime,6217,4980,272,10,1,214,0
18119994157784677,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The secret to an interesting dining room? Mix, don’t match ✨

Layering different chairs around your table is one of the easiest ways to add personality and depth to your space, and it’s easier than you think.

From textures and tones to shapes and styles, here’s how to mix and match dining chairs the right way.",30,"07/04/2026 02:30",https://www.instagram.com/reel/DaXbKZ0uAbj/,"IG reel",,Lifetime,15890,12764,77,10,213,0,48
18315517087263015,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Your summer refresh starts here ⛱️

Save big in our Summer Sale, with 25% off furniture, up to 50% off clearance, and 70% off accessories!

Shop now and find the pieces you'll love for less.",12,"07/05/2026 01:30",https://www.instagram.com/reel/DaXUPdmuAGO/,"IG reel",,Lifetime,1708,1366,16,1,1,0,2
17959009965136835,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Discover Dakota’s more colourful side, by @tetradsofas

For those who like their comfort with a little more character.",0,"07/06/2026 09:51",https://www.instagram.com/p/DadXM9OEdn_/,"IG carousel",,Lifetime,4174,1912,53,7,0,5,3
18097153859243782,17841445860642640,yorkshirehousebuild,"Juliette- INTERIORS","AD | The garden has officially gained a new favourite spot. 🤍

I’ve been on the lookout for an egg chair that feels as good as it looks, and this one from @barkerandstonehouse is exactly what I had in mind. It’s the perfect place for a morning coffee, an evening drink, or simply five minutes of peace while the kids are playing.

It’s added such a cosy, relaxed feel to the garden, and I know it’s going to be one of those pieces we use all summer long.

If you’re looking to create a little sanctuary in your own garden, I’d definitely recommend taking a look at the outdoor collection at Barker and Stonehouse 

#BarkerAndStonehouse #GardenInspiration #OutdoorLiving #GardenStyling #GardenFurniture

egg chair, outdoor furniture, garden furniture, garden styling, outdoor living, patio inspiration, garden makeover, luxury garden, cosy garden, garden seating, summer garden, outdoor décor, neutral garden, home and garden.",14,"07/07/2026 10:00",https://www.instagram.com/reel/Daf8_U6sQg0/,"IG reel",,Lifetime,38922,30510,159,5,11,23,0
18476820436098657,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","One of our most frequently asked questions is: “Which dining chairs go with which tables?”

So we’re here to help! Starting with one of our favourite styles: statement, sculptural dining tables.

When choosing chairs to pair with this type of table, look for designs that complement the table’s bold form. Try:

✨ Clean lines & metallic details
✨ Modern shapes & playful colours
✨ Organic curves & tactile textures

The key is to balance strong silhouettes with materials and finishes that add warmth, contrast and personality.

Save this for your next dining room refresh and follow along for more chair pairings coming soon!",15,"07/09/2026 09:30",https://www.instagram.com/reel/DalDG9jOFDu/,"IG reel",,Lifetime,13508,10471,57,3,113,1,26
18012575615863380,17841400955200348,sarahinsurrey,"SARAH PARKER","ad. When the bold choice really is the right one. 🧡 @barkerandstonehouse

Choosing a statement sofa isn’t something you do every day, and I’d definitely built this one up in my head after months of showroom visits, mood boards and asking for all of your opinions. But, as soon as it arrived, I knew we’d made the right decision.

This is the Hoxton Snuggle Chair in Dusk Orange Marmalade, and it adds exactly the warmth and character I’d hoped for. Being braver with colour is something I’m really trying to embrace, and I love how beautifully it works with the patterns and textures already in the room and cushions we selected.

🛋️ If you’re thinking of making a bold choice too, it’s currently included in the Barker & Stonehouse Summer Sale ❤️ and is also available as a sofa and large sofa, in a range of colours.

Safe to say I’m obsessed... but what do you think? Are you team orange? 🧡✨

#BarkerAndStonehouse #SummerSale #HomeInspiration #LivingRoomStyle #InteriorInspo",18,"07/09/2026 22:45",https://www.instagram.com/reel/DameHFhN1H-/,"IG reel",,Lifetime,10463,7335,104,4,0,40,0
17901926589466621,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","PSA: Extra 10% off clearance furniture this weekend only! 📢

Head to your nearest store to bag a bargain, or shop online with code EXTRA10",17,"07/11/2026 01:30",https://www.instagram.com/reel/DapV0aUuL12/,"IG reel",,Lifetime,2020,1567,9,1,0,1,2
17936912079268829,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","From morning coffee to midday hustle to evening wind down, our dining tables are there for every moment 🥐 📚 🍷

Discover our full range of dining tables online - now with up to 25% off in our Summer Sale!

Dining tables, dining room inspiration, home decor, day to night, home styling, dining room goals",7,"07/12/2026 10:30",https://www.instagram.com/reel/DailO2zu0Lo/,"IG reel",,Lifetime,2591,1938,15,13,0,0,1
18111556003820136,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Rediscover the Quarry Sofa🌿

Part of our English Heritage range, the Quarry sofa draws its inspiration from the grand interiors and gardens of Belsay Hall. Dressed in a rich green chenille, its traditional silhouette feels right at home whatever the season.",0,"07/13/2026 09:26",https://www.instagram.com/p/DavV0DvjgvW/,"IG carousel",,Lifetime,2562,1240,17,7,0,0,4
17974478957861250,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","On set with the Ledbury sofa 🎥

The star of our Club Classic look, the Ledbury leather sofa brings warmth, texture, and effortless sophistication to any space. A true centrepiece that only gets better with time.",18,"04/16/2026 10:00",https://www.instagram.com/reel/DXMzzENusl8/,"IG reel",,Lifetime,3389,2803,61,8,1,1,3
17924410497295057,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your sign to get your garden summer–ready ☀️🪴

Al fresco season is on the way, so now’s the time to upgrade your outdoor space. Our garden range has you covered with:

✔️ Delivered in 5–10 working days (get it in time for the Bank Holiday!)
✔️ 20% off the entire range
✔️ Free delivery

Your garden glow‑up starts now 🌿",5,"04/17/2026 09:00",https://www.instagram.com/reel/DXPRzFAudaM/,"IG reel",,Lifetime,3695,2823,39,1,0,3,2
