"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,"Profile visits",Replies,"Link clicks",Navigation,"Sticker taps"
18000259460974693,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/20/2026 09:19",https://www.instagram.com/stories/barkerandstonehouse/3923790928112560087,"IG story",,Lifetime,573,502,2,0,,1,0,,475,
18106655392811716,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/20/2026 09:19",https://www.instagram.com/stories/barkerandstonehouse/3923790997612179724,"IG story",,Lifetime,545,484,0,0,,,0,,484,
18598046077018354,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/20/2026 09:19",https://www.instagram.com/stories/barkerandstonehouse/3923791195969186531,"IG story",,Lifetime,539,457,1,0,,2,0,,512,4
18118042192702086,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,28,"06/21/2026 00:47",https://www.instagram.com/stories/barkerandstonehouse/3924258227433002807,"IG story",,Lifetime,1263,1127,1,0,1,6,0,,1099,10
18118732114752667,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,4,"06/21/2026 00:53",https://www.instagram.com/stories/barkerandstonehouse/3924261122576490585,"IG story",,Lifetime,1013,906,0,0,,5,0,,833,6
17899929039465236,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,24,"06/23/2026 12:54",https://www.instagram.com/stories/barkerandstonehouse/3926073765213812189,"IG story",,Lifetime,1518,1349,4,0,,4,0,2,1388,
18120244165834889,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,31,"06/24/2026 08:46",https://www.instagram.com/stories/barkerandstonehouse/3926673355851967918,"IG story",,Lifetime,971,864,3,0,1,6,0,,898,
18395371045095247,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,52,"06/24/2026 23:29",https://www.instagram.com/stories/barkerandstonehouse/3927118221736151128,"IG story",,Lifetime,720,652,3,0,,3,0,,676,
18002522957946266,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/25/2026 02:54",https://www.instagram.com/stories/barkerandstonehouse/3927220991581774030,"IG story",,Lifetime,593,532,1,2,1,4,0,4,551,
17893395471510798,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,29,"06/25/2026 02:54",https://www.instagram.com/stories/barkerandstonehouse/3927221172966316934,"IG story",,Lifetime,500,463,1,0,,,0,,486,
17879177349611405,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/25/2026 02:55",https://www.instagram.com/stories/barkerandstonehouse/3927221484208783669,"IG story",,Lifetime,472,443,3,0,,1,0,,455,
17928123195348069,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/26/2026 09:06",https://www.instagram.com/stories/barkerandstonehouse/3928133229440199927,"IG story",,Lifetime,1442,1295,1,1,,7,0,9,1299,
18469554043109129,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,26,"06/27/2026 00:05",https://www.instagram.com/stories/barkerandstonehouse/3928585835490593392,"IG story",,Lifetime,1713,1562,3,1,,5,0,,1413,
18109638484753857,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"06/29/2026 02:51",https://www.instagram.com/stories/barkerandstonehouse/3930118831207611481,"IG story",,Lifetime,1800,1580,1,1,1,8,0,9,1610,
18114336790919225,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,60,"06/30/2026 07:30",https://www.instagram.com/stories/barkerandstonehouse/3930984089427644769,"IG story",,Lifetime,1461,1295,2,0,,13,0,,1351,
17952781239191165,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,13,"07/03/2026 01:29",https://www.instagram.com/stories/barkerandstonehouse/3932976837332628793,"IG story",,Lifetime,934,855,4,0,,4,0,,856,
17895785292513257,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,15,"07/03/2026 01:32",https://www.instagram.com/stories/barkerandstonehouse/3932977971916995391,"IG story",,Lifetime,700,651,4,0,,4,1,1,678,
18003523232952895,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,10,"07/06/2026 01:05",https://www.instagram.com/stories/barkerandstonehouse/3935139079612269560,"IG story",,Lifetime,961,892,5,0,1,4,0,,883,2
18015678599882498,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/06/2026 01:06",https://www.instagram.com/stories/barkerandstonehouse/3935139154340435757,"IG story",,Lifetime,733,678,3,0,,2,0,,675,8
18188353441343600,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,2,"07/06/2026 01:06",https://www.instagram.com/stories/barkerandstonehouse/3935139231404133801,"IG story",,Lifetime,681,621,2,0,,3,0,,626,4
17876214150617929,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,14,"07/08/2026 02:48",https://www.instagram.com/stories/barkerandstonehouse/3936640364819783724,"IG story",,Lifetime,1257,1136,3,0,,5,0,2,1141,
18019675754692073,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,15,"07/08/2026 06:01",https://www.instagram.com/stories/barkerandstonehouse/3936737317700255413,"IG story",,Lifetime,912,817,4,0,,3,0,3,841,2
18091576901136440,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,18,"07/09/2026 23:18",https://www.instagram.com/stories/barkerandstonehouse/3937983981652059089,"IG story",,Lifetime,1663,1466,5,0,,3,0,,1517,
18093395936628651,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,30,"07/10/2026 03:59",https://www.instagram.com/stories/barkerandstonehouse/3938125658069067396,"IG story",,Lifetime,796,750,4,0,,2,0,,752,14
18019610180899609,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,14,"07/10/2026 04:00",https://www.instagram.com/stories/barkerandstonehouse/3938126326146057501,"IG story",,Lifetime,660,628,1,0,,1,0,1,640,
18168928462436602,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/10/2026 04:38",https://www.instagram.com/stories/barkerandstonehouse/3938145064100986016,"IG story",,Lifetime,682,626,2,0,,2,0,9,639,
18450389971191415,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,7,"07/13/2026 06:36",https://www.instagram.com/stories/barkerandstonehouse/3940379109154886241,"IG story",,Lifetime,1249,1146,3,0,1,7,0,,1121,
18580395619022633,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937261384956316,"IG story",,Lifetime,1146,1051,3,0,,3,1,,763,
18103009595492955,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937263498832622,"IG story",,Lifetime,915,831,3,0,,1,1,3,577,
